"X.35830865.","X.NULL.","X.ERR13902112.","X.NULL..1","X.NULL..2","X.AB.310.Genetic.Analyzer.","X.AMPLICON.","X.GENOMIC.","X.PCR."
"35830615","NULL","ERR13902366","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830614","NULL","ERR13902212","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830613","NULL","ERR13902264","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830612","NULL","ERR13902300","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830611","NULL","ERR13901805","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830610","NULL","ERR13902481","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830609","NULL","ERR13901934","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830608","NULL","ERR13902286","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830607","NULL","ERR13902125","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830606","NULL","ERR13901887","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830605","NULL","ERR13902380","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830604","NULL","ERR13901857","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830603","NULL","ERR13902473","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830602","NULL","ERR13901800","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830601","NULL","ERR13902377","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830600","NULL","ERR13901785","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830599","NULL","ERR13901856","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830598","NULL","ERR13902363","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830597","NULL","ERR13902368","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830596","NULL","ERR13902454","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830595","NULL","ERR13902335","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830592","NULL","ERR13902416","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830591","NULL","ERR13902160","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830590","NULL","ERR13902132","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830589","NULL","ERR13902429","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830588","NULL","ERR13902099","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830587","NULL","ERR13902354","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830586","NULL","ERR13902179","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830585","NULL","ERR13901846","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830583","NULL","ERR13901959","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830582","NULL","ERR13902427","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830581","NULL","ERR13902438","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830580","NULL","ERR13901851","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830579","NULL","ERR13901911","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830578","NULL","ERR13902383","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830576","NULL","ERR13901865","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830575","NULL","ERR13902388","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830574","NULL","ERR13901969","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830573","NULL","ERR13901793","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830572","NULL","ERR13902364","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830571","NULL","ERR13902153","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830570","NULL","ERR13901814","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830569","NULL","ERR13901896","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830568","NULL","ERR13902434","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830567","NULL","ERR13902068","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830566","NULL","ERR13902147","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830565","NULL","ERR13902452","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830564","NULL","ERR13902311","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830563","NULL","ERR13901886","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830562","NULL","ERR13902067","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830561","NULL","ERR13902289","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830560","NULL","ERR13902047","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830559","NULL","ERR13901831","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830558","NULL","ERR13901836","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830557","NULL","ERR13902431","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830556","NULL","ERR13901830","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830555","NULL","ERR13902389","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830554","NULL","ERR13902446","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830553","NULL","ERR13901990","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830552","NULL","ERR13902394","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830551","NULL","ERR13902503","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830550","NULL","ERR13902208","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830549","NULL","ERR13901808","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830548","NULL","ERR13901854","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830547","NULL","ERR13902484","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830546","NULL","ERR13901945","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830545","NULL","ERR13902500","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830544","NULL","ERR13902359","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830543","NULL","ERR13902249","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830542","NULL","ERR13902390","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830541","NULL","ERR13901939","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830540","NULL","ERR13901861","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830539","NULL","ERR13902171","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830538","NULL","ERR13902492","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830537","NULL","ERR13902201","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830536","NULL","ERR13902240","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830535","NULL","ERR13902372","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830534","NULL","ERR13902507","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830533","NULL","ERR13902382","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830532","NULL","ERR13902502","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830531","NULL","ERR13902066","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830530","NULL","ERR13901860","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830529","NULL","ERR13902207","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830528","NULL","ERR13902141","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830527","NULL","ERR13902181","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830526","NULL","ERR13902384","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830525","NULL","ERR13902480","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830524","NULL","ERR13902340","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830523","NULL","ERR13902301","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830522","NULL","ERR13902453","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830521","NULL","ERR13902350","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830520","NULL","ERR13902316","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830519","NULL","ERR13902104","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830518","NULL","ERR13902258","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830517","NULL","ERR13901820","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830515","NULL","ERR13901837","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830514","NULL","ERR13902091","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830513","NULL","ERR13902347","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830512","NULL","ERR13902177","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830511","NULL","ERR13902449","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830510","NULL","ERR13902307","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830509","NULL","ERR13901903","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830508","NULL","ERR13902297","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830507","NULL","ERR13902281","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830506","NULL","ERR13902062","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830505","NULL","ERR13901864","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830504","NULL","ERR13902190","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830503","NULL","ERR13902150","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830501","NULL","ERR13901809","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830500","NULL","ERR13902275","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830498","NULL","ERR13902397","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830497","NULL","ERR13902424","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830496","NULL","ERR13902401","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830495","NULL","ERR13901873","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830494","NULL","ERR13901862","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830493","NULL","ERR13901817","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830492","NULL","ERR13902119","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830490","NULL","ERR13902436","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830489","NULL","ERR13902145","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830488","NULL","ERR13902211","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830486","NULL","ERR13902090","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830485","NULL","ERR13902465","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830484","NULL","ERR13902344","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830483","NULL","ERR13902016","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830482","NULL","ERR13902497","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830481","NULL","ERR13902074","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830478","NULL","ERR13902420","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830477","NULL","ERR13901796","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830476","NULL","ERR13902302","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830475","NULL","ERR13902188","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830474","NULL","ERR13901986","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830473","NULL","ERR13902082","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830472","NULL","ERR13901893","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830471","NULL","ERR13901881","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830470","NULL","ERR13902269","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830469","NULL","ERR13901840","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830468","NULL","ERR13902029","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830467","NULL","ERR13901981","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830466","NULL","ERR13902439","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830465","NULL","ERR13902414","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830464","NULL","ERR13902403","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830463","NULL","ERR13902478","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830462","NULL","ERR13901943","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830461","NULL","ERR13902457","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830459","NULL","ERR13902155","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830458","NULL","ERR13902187","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830457","NULL","ERR13902025","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830456","NULL","ERR13902447","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830455","NULL","ERR13902228","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830454","NULL","ERR13902308","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830453","NULL","ERR13901841","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830451","NULL","ERR13902342","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830450","NULL","ERR13902460","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830449","NULL","ERR13902009","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830448","NULL","ERR13902419","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830447","NULL","ERR13902133","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830446","NULL","ERR13901869","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830445","NULL","ERR13901815","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830444","NULL","ERR13902391","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830443","NULL","ERR13901997","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830440","NULL","ERR13901875","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830439","NULL","ERR13902277","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830438","NULL","ERR13902362","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830437","NULL","ERR13902022","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830436","NULL","ERR13902180","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830434","NULL","ERR13902320","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830433","NULL","ERR13902428","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830432","NULL","ERR13901978","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830431","NULL","ERR13902488","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830430","NULL","ERR13901788","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830429","NULL","ERR13902255","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830428","NULL","ERR13902042","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830427","NULL","ERR13902339","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830426","NULL","ERR13902001","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830425","NULL","ERR13902376","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830424","NULL","ERR13901958","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830423","NULL","ERR13902166","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830422","NULL","ERR13901839","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830421","NULL","ERR13902036","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830420","NULL","ERR13901795","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830419","NULL","ERR13902336","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830418","NULL","ERR13901834","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830417","NULL","ERR13901844","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830416","NULL","ERR13902399","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830415","NULL","ERR13902392","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830414","NULL","ERR13902421","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830412","NULL","ERR13901982","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830411","NULL","ERR13902248","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830410","NULL","ERR13901927","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830409","NULL","ERR13901937","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830408","NULL","ERR13901975","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830407","NULL","ERR13902138","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830406","NULL","ERR13902448","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830405","NULL","ERR13901949","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830404","NULL","ERR13902327","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830402","NULL","ERR13902183","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830401","NULL","ERR13901838","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830400","NULL","ERR13901867","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830399","NULL","ERR13902346","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830398","NULL","ERR13901907","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830397","NULL","ERR13902365","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830396","NULL","ERR13902405","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830395","NULL","ERR13902086","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830394","NULL","ERR13902247","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830393","NULL","ERR13902356","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830391","NULL","ERR13902268","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830390","NULL","ERR13901811","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830389","NULL","ERR13902285","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830388","NULL","ERR13902411","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830387","NULL","ERR13902387","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830386","NULL","ERR13902432","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830385","NULL","ERR13902225","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830384","NULL","ERR13902331","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830383","NULL","ERR13902194","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830382","NULL","ERR13901960","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
"35830381","NULL","ERR13902294","NULL","NULL","AB 310 Genetic Analyzer","AMPLICON","GENOMIC","PCR"
